time,ShortWave,LongWave,AirTemp,RelHum,Wind,Rain
2015-06-04 02:00:00,0,351.9599915,14.73000488,100,5.305186125,0.0101856
2015-06-04 03:00:00,0,351.9700012,14.39000854,100,4.673863627,0.001056
2015-06-04 04:00:00,0,336.4200134,14.05001221,100,4.0557244,0.0021888
2015-06-04 05:00:00,0,336.4100037,14.64000854,100,3.629931058,0
2015-06-04 06:00:00,35.23600006,336.3999939,15.21999512,98.47729944,3.222188735,0
2015-06-04 07:00:00,212.447998,324.2399902,15.80999146,96.48713223,2.850280593,0
2015-06-04 08:00:00,372.223999,324.2099915,17.54000244,89.71545149,3.292567457,0
2015-06-04 09:00:00,552,324.1800537,19.27999268,83.375913,3.94031722,0
2015-06-04 10:00:00,665.4970093,352.9299927,21.01000366,77.54569183,4.701063661,0
2015-06-04 11:00:00,762.914978,352.9200134,21.76000366,72.06635327,6.418792817,0
2015-06-04 12:00:00,829.539978,352.9100037,22.51000366,66.94131594,8.137622225,0
2015-06-04 13:00:00,822.9650269,354.8999939,23.26000366,62.14629854,9.869518811,0
2015-06-04 14:00:00,736.7470093,354.8999939,23.39000854,60.86102164,9.636306553,0
2015-06-04 15:00:00,634.1690063,354.8999939,23.52004395,59.59448181,9.433604891,0.0056256
2015-06-04 16:00:00,361.3299866,362.8599854,23.64000854,58.37591679,9.258099117,0.0044544
2015-06-04 17:00:00,240.4060059,362.8800049,22.24001465,64.42103425,8.314715877,0.105465603
2015-06-04 18:00:00,114.8000031,362.8999939,20.83001099,71.18598135,7.373520245,0.0034752
2015-06-04 19:00:00,0,357.6099854,19.42000732,78.72347907,6.442189004,0
2015-06-04 20:00:00,0,357.6300049,18.45998535,78.54895374,6.226025852,0
2015-06-04 21:00:00,0,357.6499939,17.50002441,78.08033492,6.24798358,0.074745598
2015-06-04 22:00:00,0,315.5899963,16.54000244,77.27721914,6.486725139,0.0129984
2015-06-04 23:00:00,0,315.6099854,15.07000122,78.90132661,6.678660122,0
2015-06-05 00:00:00,0,315.6400146,13.6,80.17410932,7.472516271,0.0019872
2015-06-05 01:00:00,0,267.2799988,12.12999878,80.99443031,8.702010977,0
2015-06-05 02:00:00,0,267.2999878,10.9500061,81.26883994,8.288896066,0
2015-06-05 03:00:00,0,267.3200073,9.779992676,81.05048974,7.910423319,0
2015-06-05 04:00:00,0,253.4100037,8.6,80.36815404,7.543076274,0
2015-06-05 05:00:00,0,253.4100037,8.700006104,79.06043036,6.94450141,0
2015-06-05 06:00:00,39.51200104,253.4100037,8.790002441,77.83114068,6.376715349,0
2015-06-05 07:00:00,207.4799957,278.0900269,8.879998779,76.60275993,5.846888172,0
2015-06-05 08:00:00,360.8160095,278.0800476,10.24004517,69.12278632,6.515581086,0
2015-06-05 09:00:00,533.5809937,278.0599976,11.61000977,62.38960396,7.225302915,0
2015-06-05 10:00:00,722.401001,275.9200134,12.96999512,56.39532969,7.94592968,0
2015-06-05 11:00:00,827.4970093,275.9100342,13.7499939,52.5106506,7.748509382,0
2015-06-05 12:00:00,899.3530273,275.9000244,14.53005371,48.88533444,7.639699147,0
2015-06-05 13:00:00,829.1859741,299.9600525,15.30999146,45.50860953,7.623293384,0
2015-06-05 14:00:00,742.3519897,299.9600525,15.49001465,44.64593883,7.64032054,0
2015-06-05 15:00:00,639.2639771,299.9600525,15.65999756,43.82321862,7.692658912,0
2015-06-05 16:00:00,515.6829834,281.5899963,15.83999023,42.98885088,7.779594918,0
2015-06-05 17:00:00,343.9169922,281.6099854,14.04003296,48.25989163,6.571917752,0
2015-06-05 18:00:00,165.5890045,281.6300049,12.23000488,54.30056421,5.363282748,0
2015-06-05 19:00:00,0,250.3000031,10.42998657,61.16084414,4.155538588,0
2015-06-05 20:00:00,0,250.3099976,9.610040283,60.343438,4.210997562,0
2015-06-05 21:00:00,0,250.3300018,8.800012207,59.21733994,4.266954417,0
2015-06-05 22:00:00,0,247.6799927,7.980004883,57.83278161,4.324187727,0
2015-06-05 23:00:00,0,247.6799927,7.529992676,59.25149402,4.230236227,0
2015-06-06 00:00:00,0,247.6900024,7.070001221,60.74584779,4.162223144,0
2015-06-06 01:00:00,0,249.8200073,6.619989014,62.24297677,4.127045008,0
2015-06-06 02:00:00,0,249.8200073,6.529992676,62.93395562,4.129225133,0
2015-06-06 03:00:00,0,249.8200073,6.439996338,63.63644007,4.133582033,0
2015-06-06 04:00:00,0,269.7100525,6.34005127,64.38625695,4.147445205,0
2015-06-06 05:00:00,0,269.6900024,7.670037842,63.43850156,4.007393132,0
2015-06-06 06:00:00,40.85599899,269.6700134,8.999993896,62.21669801,4.096852423,0
2015-06-06 07:00:00,225.9600067,274.5499878,10.32000122,60.83122694,4.410045389,0
2015-06-06 08:00:00,390.1440125,274.519989,12.49001465,57.91116955,5.314329684,0
2015-06-06 09:00:00,575.3619995,274.480011,14.64998779,54.84334919,6.345967324,0
2015-06-06 10:00:00,721.5540161,299.5799866,16.80999146,51.69940812,7.455876716,0
2015-06-06 11:00:00,825.8870239,299.5700073,17.55001221,50.51190317,8.659659416,0
2015-06-06 12:00:00,897.2180176,299.5599976,18.29000244,49.3392933,9.961375634,0
2015-06-06 13:00:00,749.7280273,326.8299866,19.04000244,48.15112696,11.32157188,0
2015-06-06 14:00:00,671.2689819,326.8299866,19.1,48.2256835,11.06883883,0
2015-06-06 15:00:00,578.2739868,326.8299866,19.15999756,48.30199306,10.83712555,0
2015-06-06 16:00:00,510.5239868,303.6099854,19.21999512,48.37495465,10.63899,0
2015-06-06 17:00:00,341.2600098,303.6400452,17.58999023,52.10648773,9.105081189,0
2015-06-06 18:00:00,165.6430054,303.6600037,15.95998535,56.15165057,7.56889666,0
2015-06-06 19:00:00,0,290.1099854,14.33001099,60.53501939,6.05607138,0
2015-06-06 20:00:00,0,290.1199951,13.67000732,60.45620518,6.300793792,0
